,SalDoc_InternalNo,SalDocItem_ArtInternalNo
2517,5851416,30086
2518,5851416,266365
2519,5851416,30973
2520,5851416,47113
2521,5851416,87183
2522,5851416,87248
2523,5851416,51631
2524,5851416,207993
2525,5851416,37319
2526,5851416,74656
2527,5851421,41804
2528,5851421,54496
2529,5851421,74803
2530,5851421,97524
2531,5851421,103376
2532,5851421,103287
2533,5851421,79780
2534,5851421,34573
2535,5851421,278111
2536,5851421,49080
2537,5851421,266367
2538,5851423,265086
2539,5851423,277987
2540,5851423,80171
2541,5851423,259134
2542,5851423,290583
2543,5851423,37068
2544,5851423,31450
2545,5851423,120360
2546,5851423,49313
2547,5851423,51909
2548,5851423,268521
2549,5851430,290028
2550,5851430,266436
2551,5851430,241876
2552,5851442,47806
2553,5851442,37416
2554,5851448,84584
2555,5851448,84583
2556,5851448,282766
2557,5851449,94868
2558,5851449,37480
2559,5851449,37483
2560,5851449,37484
2561,5851449,37492
2562,5851464,266417
2563,5851464,266423
2564,5851464,57233
2565,5851464,74630
2566,5851468,47806
2567,5851468,280390
2568,5851468,304711
2569,5851468,45475
2570,5851468,31450
2571,5851468,52465
2572,5851468,74590
2573,5851468,280536
2574,5851476,43169
2575,5851476,98608
2576,5851476,34158
2577,5851476,74710
2578,5851479,286010
2579,5851479,304733
2580,5851479,256073
2581,5851479,43169
2582,5851479,270474
2583,5851479,285965
2584,5851479,275641
2585,5851481,51137
2586,5851481,277851
2587,5851481,280534
2588,5851481,30095
2589,5851481,37422
2590,5851481,270476
2591,5851481,30079
2592,5851483,298632
2593,5851483,298634
2594,5851486,282728
2595,5851486,282729
2596,5851486,282727
2597,5851486,282726
2598,5851486,79780
2599,5851486,79782
2600,5851486,283034
2601,5851486,2335
2602,5851486,30088
2603,5851486,30089
2604,5851486,30090
2605,5851486,30100
2606,5851486,37508
2607,5851486,48059
2608,5851486,281173
2609,5851486,305145
2610,5851489,41793
2611,5851489,41796
2612,5851489,253839
2613,5851489,253837
2614,5851489,253836
2615,5851489,34651
2616,5851489,37430
2617,5851489,37432
2618,5851489,280130
2619,5851489,41791
2620,5851491,152967
2621,5851494,55606
2622,5851494,52538
2623,5851494,51251
2624,5851494,43244
2625,5851494,43243
2626,5851494,285483
2627,5851494,55411
2628,5851494,266386
2629,5851494,42179
2630,5851494,37425
2631,5851494,52036
2632,5851494,42433
2633,5851494,253895
2634,5851494,40982
2635,5851494,79782
2636,5851494,52750
2637,5851494,79786
2638,5851494,30235
2639,5851494,30237
2640,5851494,97491
2641,5851498,258927
2642,5851498,252328
2643,5851498,43169
2644,5851498,253850
2645,5851498,74685
2646,5851505,261518
2647,5851505,27803
2648,5851505,37597
2649,5851505,37484
2650,5851507,54496
2651,5851507,285211
2652,5851507,283835
2653,5851507,39495
2654,5851511,46277
2655,5851511,30087
2656,5851514,30823
2657,5851514,46600
2658,5851514,100595
2659,5851515,50495
2660,5851515,38004
2661,5851515,290236
2662,5851515,266398
2663,5851515,304697
2664,5851515,304678
2665,5851516,37416
2666,5851516,52459
2667,5851516,259524
2668,5851517,277851
2669,5851517,49302
2670,5851518,31814
2671,5851518,31815
2672,5851522,30973
2673,5851522,266363
2674,5851522,182418
2675,5851522,275694
2676,5851525,261308
2677,5851525,37422
2678,5851525,33599
2679,5851525,34570
2680,5851530,110884
2681,5851530,110885
2682,5851530,110886
2683,5851530,33030
2684,5851530,47119
2685,5851530,42433
2686,5851530,265270
2687,5851530,305150
2688,5851530,27779
2689,5851530,27780
2690,5851530,37424
2691,5851530,37430
2692,5851532,52770
2693,5851532,49313
2694,5851532,50012
2695,5851532,49084
2696,5851532,43169
2697,5851532,37403
2698,5851536,40444
2699,5851536,253795
2700,5851536,57620
2701,5851536,266353
2702,5851536,270474
2703,5851536,34146
2704,5851536,34149
2705,5851536,51909
2706,5851536,51909
2707,5851536,1231
2708,5851540,47243
2709,5851540,55411
2710,5851542,62816
2711,5851542,247855
2712,5851544,42330
2713,5851544,41767
2714,5851548,253896
2715,5851548,33195
2716,5851548,33197
2717,5851548,272411
2718,5851548,265270
2719,5851548,37422
2720,5851548,270560
2721,5851548,270541
2722,5851548,270622
2723,5851548,306714
2724,5851548,290578
2725,5851548,290577
2726,5851548,290576
2727,5851550,41772
2728,5851550,283013
2729,5851550,74656
2730,5851554,2338
2731,5851554,50312
2732,5851554,309153
2733,5851554,31809
2734,5851554,34560
2735,5851554,168294
2736,5851561,117773
2737,5851561,277013
2738,5851561,253030
2739,5851565,37068
2740,5851565,34152
2741,5851565,258927
2742,5851565,87038
2743,5851568,55572
2744,5851576,50012
2745,5851576,30115
2746,5851579,243912
2747,5851579,259033
2748,5851579,34651
2749,5851579,2334
2750,5851579,264757
2751,5851579,264817
2752,5851579,261313
2753,5851579,259523
2754,5851579,47808
2755,5851579,41908
2756,5851579,37416
2757,5851579,277013
2758,5851599,266338
2759,5851599,261309
2760,5851599,259524
2761,5851603,30894
2762,5851603,33577
2763,5851603,106212
2764,5851603,241867
2765,5851607,2331
2766,5851607,287440
2767,5851607,287643
2768,5851607,34146
2769,5851608,259527
2770,5851608,259341
2771,5851608,30727
2772,5851613,46804
2773,5851613,11065
2774,5851613,56466
2775,5851613,52527
2776,5851616,1231
2777,5851616,46441
2778,5851616,290028
2779,5851619,41255
2780,5851619,265213
2781,5851619,38430
2782,5851619,35110
2783,5851619,45976
2784,5851619,45352
2785,5851619,33958
2786,5851619,36940
2787,5851619,36942
2788,5851619,36947
2789,5851619,36948
2790,5851619,48766
2791,5851619,33598
2792,5851619,49313
2793,5851619,38004
2794,5851619,30188
2795,5851619,43550
2796,5851619,34651
2797,5851619,37469
2798,5851625,252993
2799,5851625,241867
2800,5851625,100510
2801,5851625,100516
2802,5851625,266349
2803,5851625,53062
2804,5851625,34146
2805,5851625,34150
2806,5851625,178294
2807,5851629,259524
2808,5851629,56544
2809,5851631,290577
2810,5851631,290578
2811,5851631,290579
2812,5851631,282630
2813,5851636,51493
2814,5851636,30086
2815,5851636,30088
2816,5851636,30094
2817,5851636,34651
2818,5851636,97491
2819,5851636,52458
2820,5851636,55434
2821,5851636,44920
2822,5851636,59174
2823,5851642,43169
2824,5851642,30085
2825,5851642,30091
2826,5851642,30087
2827,5851642,48766
2828,5851646,46804
2829,5851646,261309
2830,5851647,30091
2831,5851647,30090
2832,5851647,30088
2833,5851647,74940
2834,5851649,38130
2835,5851649,250753
2836,5851649,47245
2837,5851649,265394
2838,5851650,31450
2839,5851650,275678
2840,5851650,285117
2841,5851650,266361
2842,5851650,266359
2843,5851650,280408
2844,5851650,275626
2845,5851650,253976
2846,5851650,253973
2847,5851650,35367
2848,5851650,263137
2849,5851650,33197
2850,5851650,250752
2851,5851650,53775
2852,5851653,30344
2853,5851653,30184
2854,5851656,30090
2855,5851656,37319
2856,5851656,265767
2857,5851656,37432
2858,5851656,258940
2859,5851656,258943
2860,5851656,252734
2861,5851656,30091
2862,5851656,30089
2863,5851656,30079
2864,5851656,28206
2865,5851656,28207
2866,5851656,28204
2867,5851656,304732
2868,5851656,304733
2869,5851657,286010
2870,5851657,304379
2871,5851657,48879
2872,5851657,38374
2873,5851657,259005
2874,5851657,27798
2875,5851657,27799
2876,5851657,27803
2877,5851657,280286
2878,5851657,283659
2879,5851657,309254
2880,5851659,74805
2881,5851659,31823
2882,5851662,268548
2883,5851662,268551
2884,5851662,268550
2885,5851662,268552
2886,5851662,278248
2887,5851662,307799
2888,5851662,27801
2889,5851666,251500
2890,5851666,37438
2891,5851666,37422
2892,5851666,307010
2893,5851666,307009
2894,5851668,306715
2895,5851668,37068
2896,5851668,34146
2897,5851668,283003
2898,5851668,36895
2899,5851668,45498
2900,5851668,74710
2901,5851668,30087
2902,5851668,37991
2903,5851668,52460
2904,5851668,53671
2905,5851671,51631
2906,5851671,49313
2907,5851671,41812
2908,5851671,110885
2909,5851671,34651
2910,5851671,275603
2911,5851671,277009
2912,5851671,266398
2913,5851674,30094
2914,5851674,37511
2915,5851674,50419
2916,5851677,47807
2917,5851677,51137
2918,5851677,30087
2919,5851677,30100
2920,5851677,280100
2921,5851677,46233
2922,5851677,30095
2923,5851678,61493
2924,5851678,306715
2925,5851678,31445
2926,5851678,111074
2927,5851678,61730
2928,5851680,229601
2929,5851680,229603
2930,5851680,229604
2931,5851680,229605
2932,5851682,31864
2933,5851682,31867
2934,5851682,253795
2935,5851682,253796
2936,5851682,253797
2937,5851682,123607
2938,5851685,34146
2939,5851685,34149
2940,5851685,257790
2941,5851685,258141
2942,5851685,257324
2943,5851685,205565
2944,5851689,286010
2945,5851689,43169
2946,5851689,37511
2947,5851691,31450
2948,5851691,261309
2949,5851691,30079
2950,5851691,34146
2951,5851691,34148
2952,5851691,34149
2953,5851691,34150
2954,5851691,34147
2955,5851691,304688
2956,5851692,87199
2957,5851692,31450
2958,5851692,2594
2959,5851692,34233
2960,5851692,34229
2961,5851692,41256
2962,5851692,51803
2963,5851692,283013
2964,5851692,97489
2965,5851692,74591
2966,5851692,270804
2967,5851692,87183
2968,5851692,281161
2969,5851692,87263
2970,5851692,30079
2971,5851692,110960
2972,5851692,103170
2973,5851692,103295
2974,5851692,103373
2975,5851692,31388
2976,5851695,30085
2977,5851695,43495
2978,5851695,74931
2979,5851695,2331
2980,5851695,30079
2981,5851695,30089
2982,5851695,1077
2983,5851695,48574
2984,5851695,253813
2985,5851695,252993
2986,5851695,285962
2987,5851695,258019
2988,5851697,74656
2989,5851697,247267
2990,5851697,282630
2991,5851697,229601
2992,5851697,52623
2993,5851697,52624
2994,5851697,31388
2995,5851697,97491
2996,5851697,83955
2997,5851697,83956
2998,5851699,259464
2999,5851699,261309
3000,5851699,264599
3001,5851699,53440
3002,5851699,285123
3003,5851699,259463
3004,5851699,123682
3005,5851699,128483
3006,5851699,50838
3007,5851703,304436
3008,5851703,277204
3009,5851703,277203
3010,5851703,153063
3011,5851703,52561
3012,5851703,287730
3013,5851703,287644
3014,5851703,28207
3015,5851703,53226
3016,5851703,304733
3017,5851703,304732
3018,5851704,53226
3019,5851704,37064
3020,5851704,92864
3021,5851704,32415
3022,5851704,32415
3023,5851705,87183
3024,5851705,2333
3025,5851708,40814
3026,5851708,40815
3027,5851708,286324
3028,5851708,37422
3029,5851708,74931
3030,5851708,51083
3031,5851708,247862
3032,5851710,30086
3033,5851710,30095
3034,5851710,46277
3035,5851710,117836
3036,5851710,1077
3037,5851710,2337
3038,5851712,28201
3039,5851712,49839
3040,5851712,50012
3041,5851712,74839
3042,5851712,2335
3043,5851712,259498
3044,5851714,30087
3045,5851714,30103
3046,5851714,30089
3047,5851714,273535
3048,5851716,266344
3049,5851716,1232
3050,5851719,304711
3051,5851719,34188
3052,5851719,31445
3053,5851719,30606
3054,5851719,114477
3055,5851719,37018
3056,5851719,46604
3057,5851722,282790
3058,5851722,241979
3059,5851722,31451
3060,5851722,304414
3061,5851724,278111
3062,5851724,278515
3063,5851724,261327
3064,5851724,278513
3065,5851724,261326
3066,5851727,39590
3067,5851728,59170
3068,5851728,75779
3069,5851728,304809
3070,5851728,266344
3071,5851728,266353
3072,5851728,30981
3073,5851728,43169
3074,5851728,75037
3075,5851728,74591
3076,5851728,90091
3077,5851728,103172
3078,5851728,53226
3079,5851728,80169
3080,5851728,31450
3081,5851728,47467
3082,5851728,79782
3083,5851728,79785
3084,5851728,48247
3085,5851728,49313
3086,5851728,203692
3087,5851728,30095
3088,5851728,90101
3089,5851728,283595
3090,5851728,251330
3091,5851728,251329
3092,5851728,259078
3093,5851728,259073
3094,5851728,43491
3095,5851730,54097
3096,5851730,307260
3097,5851730,51137
3098,5851732,51137
3099,5851732,37416
3100,5851732,51250
3101,5851732,52458
3102,5851732,262629
3103,5851733,33195
3104,5851733,33196
3105,5851738,292099
3106,5851738,57834
3107,5851740,165579
3108,5851740,165580
3109,5851740,304436
3110,5851740,49313
3111,5851746,282630
3112,5851746,282632
3113,5851746,282633
3114,5851746,282634
3115,5851746,31450
3116,5851746,34651
3117,5851746,71999
3118,5851747,50012
3119,5851747,60928
3120,5851747,266215
3121,5851747,229185
3122,5851747,47245
3123,5851748,47243
3124,5851748,257294
3125,5851748,34564
3126,5851752,30091
3127,5851752,30087
3128,5851752,30092
3129,5851752,30086
3130,5851752,106211
3131,5851752,247352
3132,5851752,52790
3133,5851752,55898
3134,5851752,48230
3135,5851752,51830
3136,5851752,34574
3137,5851752,31004
3138,5851752,28202
3139,5851752,39586
3140,5851752,257595
3141,5851752,251362
3142,5851752,56603
3143,5851753,47765
3144,5851753,34146
3145,5851754,50397
3146,5851754,280403
3147,5851756,48059
3148,5851756,261309
3149,5851764,250759
3150,5851764,305433
3151,5851764,31825
3152,5851772,47072
3153,5851772,84577
3154,5851775,37422
3155,5851775,283449
3156,5851775,2331
3157,5851780,58200
3158,5851780,280958
3159,5851780,47806
3160,5851780,37066
3161,5851780,258928
3162,5851780,46277
3163,5851780,304732
3164,5851780,304733
3165,5851780,87183
3166,5851780,40436
3167,5851780,40436
3168,5851780,51137
3169,5851780,49353
3170,5851783,290015
3171,5851783,51137
3172,5851788,34651
3173,5851788,34652
3174,5851788,31448
3175,5851788,31451
3176,5851788,31448
3177,5851788,74726
3178,5851788,74725
3179,5851788,34187
3180,5851788,34187
3181,5851788,52770
3182,5851788,42433
3183,5851788,265879
3184,5851788,268944
3185,5851788,268947
3186,5851788,268943
3187,5851793,37438
3188,5851793,37416
3189,5851793,251358
3190,5851793,52509
3191,5851793,52508
3192,5851793,306896
3193,5851793,90126
3194,5851793,287815
3195,5851793,306911
3196,5851793,43579
3197,5851793,34146
3198,5851800,94825
3199,5851800,52792
3200,5851801,257379
3201,5851801,241911
3202,5851801,282903
3203,5851801,257324
3204,5851801,257790
3205,5851801,257548
3206,5851804,59150
3207,5851804,35107
3208,5851804,35105
3209,5851804,35104
3210,5851804,35110
3211,5851804,266215
3212,5851806,32774
3213,5851806,241867
3214,5851810,290327
3215,5851810,290328
3216,5851810,43169
3217,5851810,43170
3218,5851811,273531
3219,5851811,265318
3220,5851811,1077
3221,5851811,252993
3222,5851811,34345
3223,5851811,253800
3224,5851811,258901
3225,5851811,49839
3226,5851811,1043
3227,5851811,294751
3228,5851811,27798
3229,5851811,27803
3230,5851811,27799
3231,5851813,40376
3232,5851813,40375
3233,5851813,40384
3234,5851814,30606
3235,5851814,52555
3236,5851814,33574
3237,5851814,304419
3238,5851815,263282
3239,5851815,46690
3240,5851815,30378
3241,5851815,247352
3242,5851815,243298
3243,5851815,277882
3244,5851815,37048
3245,5851815,158188
3246,5851817,304656
3247,5851817,47245
3248,5851817,1231
3249,5851817,181577
3250,5851817,275694
3251,5851826,270936
3252,5851826,257908
3253,5851834,33572
3254,5851834,33577
3255,5851834,36892
3256,5851834,36968
3257,5851834,36954
3258,5851834,37068
3259,5851834,37065
3260,5851835,258476
3261,5851835,241867
3262,5851835,285907
3263,5851835,285908
3264,5851835,285910
3265,5851835,291612
3266,5851835,291613
3267,5851835,291609
3268,5851835,273252
3269,5851836,47113
3270,5851836,28205
3271,5851838,280525
3272,5851838,253205
3273,5851840,53769
3274,5851840,53773
3275,5851848,308809
3276,5851848,305588
3277,5851848,305591
3278,5851848,305589
3279,5851848,305590
3280,5851853,47243
3281,5851853,31445
3282,5851853,31448
3283,5851853,31450
3284,5851853,27798
3285,5851853,27799
3286,5851853,27800
3287,5851853,265669
3288,5851853,27803
3289,5851853,51137
3290,5851853,74656
3291,5851853,30094
3292,5851853,30095
3293,5851853,286010
3294,5851853,47245
3295,5851856,74931
3296,5851856,167609
3297,5851856,28204
3298,5851856,280587
3299,5851856,94809
3300,5851856,30159
3301,5851856,30158
3302,5851856,37319
3303,5851856,37293
3304,5851856,273537
3305,5851856,110885
3306,5851856,305150
3307,5851856,110884
3308,5851856,110886
3309,5851856,48574
3310,5851857,309342
3311,5851857,282140
3312,5851857,241875
3313,5851860,47114
3314,5851860,47116
3315,5851860,37489
3316,5851860,37490
3317,5851860,53269
3318,5851860,270993
3319,5851860,285740
3320,5851860,257595
3321,5851860,45677
3322,5851860,28205
3323,5851860,2331
3324,5851860,74931
3325,5851860,74932
3326,5851860,74933
3327,5851860,114476
3328,5851860,114477
3329,5851860,34285
3330,5851860,34367
3331,5851860,52655
3332,5851860,280142
3333,5851860,50397
3334,5851860,51083
3335,5851860,251370
3336,5851860,270474
3337,5851860,270471
3338,5851860,48211
3339,5851860,30102
3340,5851860,30086
3341,5851860,30103
3342,5851860,30090
3343,5851860,30087
3344,5851860,30078
3345,5851860,30077
3346,5851860,30084
3347,5851860,40982
3348,5851861,46693
3349,5851861,46680
3350,5851861,74931
3351,5851861,74932
3352,5851861,74936
3353,5851861,74937
3354,5851861,241875
3355,5851861,188037
3356,5851861,201708
3357,5851861,216569
3358,5851861,216570
3359,5851861,37498
3360,5851861,40199
3361,5851864,52792
3362,5851864,266215
3363,5851870,74937
3364,5851870,74934
3365,5851870,74933
3366,5851870,74937
3367,5851870,74936
3368,5851870,74934
3369,5851870,74932
3370,5851870,74933
3371,5851870,37293
3372,5851870,74936
3373,5851870,74932
3374,5851870,37293
3375,5851872,45352
3376,5851872,45867
3377,5851872,47544
3378,5851873,31445
3379,5851873,31450
3380,5851873,31448
3381,5851873,307010
3382,5851874,74917
3383,5851874,50942
3384,5851874,53670
3385,5851874,53676
3386,5851874,53664
3387,5851875,270451
3388,5851875,256073
3389,5851875,34147
3390,5851875,41642
3391,5851876,253256
3392,5851876,123615
3393,5851876,51247
3394,5851876,285316
3395,5851879,60862
3396,5851879,35110
3397,5851879,35107
3398,5851879,35105
3399,5851879,35104
3400,5851879,45352
3401,5851879,45976
3402,5851882,254276
3403,5851882,1077
3404,5851882,49839
3405,5851882,273178
3406,5851882,74656
3407,5851884,50012
3408,5851884,178345
3409,5851884,87248
3410,5851886,2338
3411,5851886,2331
3412,5851886,30089
3413,5851886,30079
3414,5851886,42015
3415,5851888,307009
3416,5851888,307008
3417,5851888,40348
3418,5851888,33510
3419,5851888,46419
3420,5851888,46601
3421,5851888,47126
3422,5851888,11065
3423,5851888,47130
3424,5851889,93012
3425,5851889,37991
3426,5851889,280237
3427,5851889,30089
3428,5851889,30087
3429,5851889,30091
3430,5851889,30090
3431,5851889,30088
3432,5851889,30095
3433,5851889,30092
3434,5851889,2337
3435,5851902,50427
3436,5851902,46453
3437,5851902,36892
3438,5851902,34159
3439,5851902,258964
3440,5852334,252421
3441,5852334,52561
3442,5852334,53115
3443,5852334,41577
3444,5852334,257992
3445,5852334,257992
3446,5852334,36957
3447,5852334,33005
3448,5852334,48263
3449,5852334,33006
3450,5852334,50000
3451,5852341,47073
3452,5852341,259524
3453,5852341,259498
3454,5852341,261309
3455,5852341,94869
3456,5852341,93062
3457,5852341,55027
3458,5852341,123677
3459,5852341,123707
3460,5852341,36858
3461,5852341,37511
3462,5852346,43271
3463,5852346,52660
3464,5852346,280595
3465,5852361,261372
3466,5852361,40999
3467,5852361,74695
3468,5852361,259373
3469,5852361,281220
3470,5852769,114990
3471,5852769,30718
3472,5852881,266360
3473,5852881,273252
3474,5852917,263137
3475,5852917,265116
3476,5853017,261313
3477,5853017,258102
3478,5853017,74940
3479,5853017,270417
3480,5853017,304417
3481,5853017,264757
3482,5853017,34152
3483,5853017,34389
3484,5853022,307010
3485,5853022,31450
3486,5853022,114476
3487,5853022,114477
3488,5853022,75040
3489,5853022,75038
3490,5853022,75037
3491,5853022,252494
3492,5853022,33572
3493,5853023,79781
3494,5853023,30091
3495,5853023,30379
3496,5853023,49313
3497,5853023,79785
3498,5853023,79782
3499,5853026,304436
3500,5853026,47243
3501,5853026,49313
3502,5853028,270781
3503,5853028,270784
3504,5853028,110973
3505,5853028,46446
3506,5853028,290393
3507,5853033,47245
3508,5853033,34188
3509,5853033,34187
3510,5853033,270476
3511,5853033,34560
3512,5853033,48246
3513,5853033,41772
3514,5853033,41769
3515,5853033,273252
3516,5853033,46597
3517,5853033,46419
3518,5853033,33019
3519,5853038,30095
3520,5853038,30081
3521,5853038,30078
3522,5853038,2331
3523,5853038,47243
3524,5853047,277575
3525,5853047,257736
3526,5853048,37416
3527,5853048,1077
3528,5853048,48906
3529,5853048,306967
3530,5853048,53156
3531,5853052,305145
3532,5853061,34285
3533,5853061,290607
3534,5853061,38379
3535,5853061,46599
3536,5853067,264777
3537,5853067,307023
3538,5853081,270451
3539,5853081,273278
3540,5853081,278675
3541,5853086,43267
3542,5853086,30606
3543,5853086,258019
3544,5853086,34573
3545,5853086,31448
3546,5853086,54494
3547,5853086,259360
3548,5853109,292006
3549,5853109,57051
3550,5853109,117836
3551,5853109,34651
3552,5853109,52790
3553,5853109,34811
3554,5853109,49831
3555,5853114,37410
3556,5853114,56838
3557,5853114,47806
3558,5853116,40866
3559,5853116,43272
3560,5853118,37422
3561,5853118,50012
3562,5853118,54065
3563,5853118,43242
3564,5853118,37511
3565,5853118,34651
3566,5853118,117836
3567,5853118,34146
3568,5853118,34148
3569,5853118,34149
3570,5853121,30091
3571,5853121,114477
3572,5853121,251319
3573,5853121,252183
3574,5853121,60933
3575,5853123,31445
3576,5853123,31450
3577,5853123,50012
3578,5853123,49313
3579,5853123,51137
3580,5853123,47243
3581,5853123,30081
3582,5853123,264570
3583,5853123,56612
3584,5853124,282143
3585,5853124,38374
3586,5853124,38375
3587,5853124,48879
3588,5853124,270451
3589,5853124,160475
3590,5853124,160483
3591,5853124,160490
3592,5853124,160475
3593,5853124,270588
3594,5853124,270558
3595,5853124,307726
3596,5853124,83517
3597,5853124,30086
3598,5853124,30086
3599,5853128,268672
3600,5853128,50942
3601,5853128,59680
3602,5853128,266429
3603,5853132,251611
3604,5853132,39586
3605,5853145,37068
3606,5853145,37422
3607,5853148,54347
3608,5853148,49313
3609,5853148,94870
3610,5853151,256073
3611,5853151,52505
3612,5853151,252328
3613,5853165,47245
3614,5853165,2333
3615,5853165,286732
3616,5853170,48374
3617,5853170,266398
3618,5853172,46485
3619,5853172,106019
3620,5853172,47889
3621,5853172,27800
3622,5853172,27799
3623,5853172,259015
3624,5853172,38374
3625,5853172,83542
3626,5853172,83544
3627,5853178,280362
3628,5853178,280408
3629,5853178,280409
3630,5853178,280410
3631,5853183,266336
3632,5853183,266344
3633,5853183,31450
3634,5853187,94845
3635,5853187,74940
3636,5853191,306721
3637,5853191,306722
3638,5853191,306723
3639,5853191,306720
3640,5853194,261309
3641,5853194,50011
3642,5853194,32309
3643,5853194,264757
3644,5853197,30081
3645,5853197,35959
3646,5853197,79634
3647,5853198,114476
3648,5853198,292075
3649,5853198,306126
3650,5853198,178344
3651,5853202,60976
3652,5853202,290374
3653,5853206,46277
3654,5853206,43271
3655,5853206,47712
3656,5853211,286010
3657,5853211,276179
3658,5853211,305588
3659,5853211,305590
3660,5853212,30606
3661,5853212,48885
3662,5853212,48884
3663,5853212,49691
3664,5853214,287815
3665,5853214,84347
3666,5853214,33522
3667,5853215,50012
3668,5853215,50012
3669,5853218,256073
3670,5853218,37482
3671,5853222,53245
3672,5853222,34147
3673,5853222,290224
3674,5853234,275461
3675,5853234,257229
3676,5853234,290596
3677,5853236,38367
3678,5853236,38368
3679,5853236,38369
3680,5853237,114476
3681,5853237,114477
3682,5853237,251319
3683,5853237,60984
3684,5853237,60995
3685,5853237,54822
3686,5853237,31445
3687,5853243,90122
3688,5853243,259459
3689,5853243,264959
3690,5853245,34651
3691,5853245,34188
3692,5853245,34193
3693,5853245,56715
3694,5853245,61511
3695,5853249,54065
3696,5853249,280702
3697,5853256,50647
3698,5853256,87199
3699,5853256,2334
3700,5853256,277792
3701,5853256,100512
3702,5853256,100509
3703,5853256,3032
3704,5853256,36896
3705,5853256,257717
3706,5853256,100517
3707,5853256,33476
3708,5853261,308613
3709,5853261,263282
3710,5853263,46451
3711,5853263,46450
3712,5853263,46449
3713,5853263,46452
3714,5853263,46448
3715,5853266,50658
3716,5853266,30117
3717,5853266,31450
3718,5853266,74940
3719,5853266,281159
3720,5853266,58300
3721,5853266,30127
3722,5853275,74906
3723,5853275,97522
3724,5853275,97524
3725,5853277,277245
3726,5853277,61511
3727,5853277,277385
3728,5853277,51909
3729,5853277,83542
3730,5853280,287815
3731,5853280,287730
3732,5853280,43551
3733,5853280,51083
3734,5853280,32309
3735,5853280,270993
3736,5853280,47806
3737,5853283,111074
3738,5853283,270417
3739,5853283,3030
3740,5853283,34589
3741,5853283,55336
3742,5853284,309280
3743,5853284,287731
3744,5853284,283815
3745,5853284,258395
3746,5853284,280448
3747,5853288,47937
3748,5853288,30103
3749,5853288,34651
3750,5853288,49084
3751,5853290,31450
3752,5853290,51137
3753,5853290,114476
3754,5853293,47765
3755,5853293,275626
3756,5853293,275627
3757,5853293,205966
3758,5853293,205967
3759,5853293,205968
3760,5853293,205969
3761,5853293,252735
3762,5853293,252746
3763,5853293,252737
3764,5853293,252581
3765,5853293,252742
3766,5853293,252738
3767,5853293,252747
3768,5853293,37384
3769,5853293,54576
3770,5853293,168032
3771,5853293,37422
3772,5853293,31451
3773,5853293,31445
3774,5853293,34805
3775,5853293,241867
3776,5853293,283686
3777,5853293,34339
3778,5853293,34345
3779,5853293,42178
3780,5853293,275623
3781,5853293,275625
3782,5853296,114475
3783,5853296,114476
3784,5853301,31450
3785,5853301,305151
3786,5853301,47129
3787,5853301,47126
3788,5853303,1231
3789,5853303,282790
3790,5853304,75015
3791,5853304,11065
3792,5853304,57140
3793,5853304,250753
3794,5853304,266347
3795,5853304,37064
3796,5853304,305146
3797,5853304,305145
3798,5853313,46794
3799,5853313,290577
3800,5853313,290579
3801,5853313,290579
3802,5853316,309342
3803,5853316,30089
3804,5853316,2331
3805,5853316,306128
3806,5853316,30090
3807,5853316,30087
3808,5853316,30088
3809,5853316,30092
3810,5853318,68169
3811,5853318,41796
3812,5853318,41697
3813,5853318,218379
3814,5853323,287815
3815,5853323,51059
3816,5853328,306997
3817,5853328,256073
3818,5853328,259360
3819,5853329,305348
3820,5853329,290583
3821,5853329,277791
3822,5853329,256073
3823,5853329,259360
3824,5853337,265298
3825,5853337,30086
3826,5853339,285399
3827,5853339,171755
3828,5853339,258025
3829,5853339,277912
3830,5853341,47806
3831,5853341,47809
3832,5853341,290576
3833,5853341,290579
3834,5853341,293106
3835,5853341,293107
3836,5853341,87264
3837,5853341,87248
3838,5853343,47788
3839,5853343,268098
3840,5853343,37068
3841,5853343,37064
3842,5853343,37065
3843,5853343,243702
3844,5853343,243703
3845,5853343,243705
3846,5853343,243704
3847,5853346,34559
3848,5853346,252993
3849,5853348,292828
3850,5853348,292826
3851,5853348,292827
3852,5853348,292829
3853,5853360,37422
3854,5853360,48246
3855,5853360,33476
3856,5853360,53354
3857,5853362,2334
3858,5853362,2331
3859,5853362,259185
3860,5853362,258102
3861,5853362,307063
3862,5853363,43715
3863,5853363,51066
3864,5853363,74699
3865,5853364,52465
3866,5853364,43169
3867,5853364,49839
3868,5853364,34367
3869,5853364,34356
3870,5853364,266406
3871,5853364,266405
3872,5853364,33595
3873,5853364,52618
3874,5853364,49554
3875,5853364,253825
3876,5853364,262603
3877,5853364,48264
3878,5853364,31450
3879,5853364,30079
3880,5853378,307176
3881,5853378,258395
3882,5853378,287815
3883,5853378,28205
3884,5853381,31388
3885,5853381,49313
3886,5853385,28204
3887,5853385,252733
3888,5853385,252741
3889,5853385,252739
3890,5853385,46451
3891,5853386,37416
3892,5853386,43169
3893,5853386,50157
3894,5853386,48229
3895,5853386,265321
3896,5853386,265377
3897,5853392,30086
3898,5853392,30076
3899,5853392,30515
3900,5853392,60271
3901,5853392,39170
3902,5853392,295787
3903,5853392,295788
3904,5853392,276926
3905,5853392,307407
3906,5853392,307885
3907,5853395,98590
3908,5853395,30086
3909,5853397,37991
3910,5853397,117836
3911,5853397,49839
3912,5853397,40791
3913,5853397,51725
