,SalDoc_InternalNo,SalDocItem_ArtInternalNo
1497,5850753,106215
1498,5850753,106211
1499,5850753,106213
1500,5850761,30819
1501,5850761,31450
1502,5850770,263282
1503,5850770,31450
1504,5850770,264313
1505,5850770,38683
1506,5850770,1231
1507,5850770,51909
1508,5850770,34375
1509,5850774,56811
1510,5850774,33596
1511,5850774,33595
1512,5850774,33594
1513,5850774,259525
1514,5850774,266337
1515,5850774,266347
1516,5850774,34763
1517,5850774,34764
1518,5850774,34767
1519,5850774,31004
1520,5850774,33598
1521,5850777,247245
1522,5850777,247245
1523,5850789,53769
1524,5850789,51137
1525,5850797,252993
1526,5850797,34651
1527,5850797,83955
1528,5850797,37511
1529,5850797,37403
1530,5850797,48323
1531,5850812,41598
1532,5850812,31250
1533,5850812,42005
1534,5850812,290195
1535,5850815,36967
1536,5850815,51251
1537,5850815,52466
1538,5850815,180815
1539,5850815,52458
1540,5850820,259524
1541,5850820,291851
1542,5850820,291850
1543,5850820,291852
1544,5850820,291853
1545,5850820,41812
1546,5850820,41806
1547,5850820,41807
1548,5850824,35133
1549,5850824,27798
1550,5850824,27803
1551,5850824,36808
1552,5850824,36810
1553,5850824,74590
1554,5850824,2331
1555,5850824,1077
1556,5850824,45475
1557,5850824,30089
1558,5850824,30094
1559,5850824,90121
1560,5850829,250749
1561,5850829,30089
1562,5850833,37068
1563,5850833,37064
1564,5850833,52458
1565,5850833,51909
1566,5850833,51909
1567,5850833,280529
1568,5850833,47245
1569,5850837,52464
1570,5850837,110885
1571,5850837,110886
1572,5850837,37422
1573,5850837,305148
1574,5850841,84349
1575,5850841,31450
1576,5850843,280423
1577,5850843,280422
1578,5850843,30518
1579,5850843,49313
1580,5850843,36201
1581,5850843,48332
1582,5850843,47466
1583,5850843,252736
1584,5850843,252587
1585,5850843,256073
1586,5850848,79117
1587,5850848,79119
1588,5850848,195030
1589,5850848,178632
1590,5850848,37319
1591,5850848,273178
1592,5850848,87199
1593,5850848,178341
1594,5850848,38074
1595,5850848,98608
1596,5850848,87199
1597,5850848,51038
1598,5850848,34652
1599,5850848,56921
1600,5850848,31450
1601,5850848,51137
1602,5850848,36826
1603,5850848,43169
1604,5850848,63716
1605,5850848,261780
1606,5850848,266361
1607,5850848,79118
1608,5850855,31388
1609,5850855,51909
1610,5850855,35998
1611,5850855,35974
1612,5850855,31450
1613,5850855,41790
1614,5850855,47807
1615,5850855,33577
1616,5850855,1231
1617,5850855,43170
1618,5850855,55434
1619,5850855,270810
1620,5850855,270811
1621,5850855,103338
1622,5850855,110968
1623,5850855,47808
1624,5850862,46598
1625,5850862,46599
1626,5850862,49313
1627,5850862,51632
1628,5850864,61648
1629,5850864,256073
1630,5850864,259360
1631,5850864,46693
1632,5850864,46680
1633,5850864,34652
1634,5850864,52460
1635,5850864,49313
1636,5850864,30094
1637,5850864,282784
1638,5850864,30084
1639,5850865,243913
1640,5850869,304770
1641,5850869,304745
1642,5850869,32378
1643,5850879,34651
1644,5850879,30085
1645,5850879,30095
1646,5850879,265377
1647,5850881,56507
1648,5850881,30095
1649,5850881,127591
1650,5850882,34356
1651,5850882,40982
1652,5850882,31445
1653,5850882,27779
1654,5850882,31450
1655,5850882,94840
1656,5850884,30076
1657,5850884,30094
1658,5850884,30084
1659,5850884,30095
1660,5850884,30076
1661,5850884,47712
1662,5850884,47706
1663,5850884,47707
1664,5850884,47709
1665,5850884,47125
1666,5850884,34146
1667,5850884,34150
1668,5850884,305149
1669,5850884,305145
1670,5850884,52555
1671,5850884,52555
1672,5850884,34347
1673,5850884,256073
1674,5850884,50495
1675,5850884,182427
1676,5850884,30975
1677,5850886,282569
1678,5850886,74630
1679,5850886,1232
1680,5850888,262978
1681,5850888,36892
1682,5850888,36735
1683,5850888,265758
1684,5850888,43169
1685,5850888,30089
1686,5850889,257577
1687,5850889,34589
1688,5850890,61416
1689,5850890,87263
1690,5850892,34350
1691,5850892,47807
1692,5850901,268711
1693,5850901,285389
1694,5850901,55027
1695,5850901,94039
1696,5850901,300188
1697,5850901,90124
1698,5850901,268718
1699,5850906,40385
1700,5850906,40381
1701,5850906,40380
1702,5850906,40377
1703,5850906,40387
1704,5850906,47243
1705,5850907,283271
1706,5850907,34491
1707,5850907,30434
1708,5850908,53778
1709,5850908,53775
1710,5850908,283013
1711,5850908,74656
1712,5850912,90126
1713,5850912,306967
1714,5850912,43169
1715,5850912,28205
1716,5850912,28207
1717,5850912,30076
1718,5850912,48906
1719,5850914,110887
1720,5850914,30116
1721,5850914,37065
1722,5850914,58233
1723,5850914,58233
1724,5850914,258102
1725,5850916,46972
1726,5850916,48855
1727,5850916,2334
1728,5850916,2335
1729,5850917,117836
1730,5850917,97491
1731,5850917,30086
1732,5850917,48574
1733,5850917,31450
1734,5850917,37422
1735,5850917,123119
1736,5850920,282569
1737,5850920,30100
1738,5850920,30092
1739,5850920,30096
1740,5850920,30077
1741,5850920,30088
1742,5850920,28205
1743,5850920,304281
1744,5850920,304283
1745,5850922,53377
1746,5850922,53671
1747,5850923,152967
1748,5850923,46277
1749,5850923,32310
1750,5850923,90124
1751,5850926,30089
1752,5850926,47924
1753,5850926,33197
1754,5850926,270476
1755,5850932,269237
1756,5850932,38683
1757,5850932,277756
1758,5850932,34651
1759,5850932,30174
1760,5850934,97491
1761,5850934,167254
1762,5850934,49839
1763,5850934,256153
1764,5850934,97526
1765,5850934,74656
1766,5850934,167253
1767,5850934,38511
1768,5850934,283274
1769,5850935,304732
1770,5850935,285291
1771,5850935,275344
1772,5850935,47528
1773,5850941,34147
1774,5850941,30100
1775,5850941,282569
1776,5850941,30102
1777,5850946,287731
1778,5850946,287815
1779,5850946,252421
1780,5850948,50012
1781,5850948,37422
1782,5850948,258933
1783,5850948,47806
1784,5850948,48153
1785,5850949,30089
1786,5850949,30979
1787,5850949,30985
1788,5850955,2331
1789,5850955,38684
1790,5850956,30095
1791,5850956,31451
1792,5850956,117836
1793,5850956,252991
1794,5850956,75210
1795,5850956,87183
1796,5850956,28205
1797,5850956,28207
1798,5850956,98608
1799,5850956,48211
1800,5850956,261309
1801,5850956,1232
1802,5850956,178294
1803,5850959,292043
1804,5850959,285211
1805,5850959,256135
1806,5850959,287815
1807,5850961,309254
1808,5850961,304760
1809,5850961,27798
1810,5850961,27799
1811,5850961,304386
1812,5850961,304379
1813,5850961,49794
1814,5850961,32884
1815,5850968,252753
1816,5850968,49313
1817,5850972,28202
1818,5850972,30999
1819,5850972,117836
1820,5850972,47712
1821,5850972,306911
1822,5850974,229426
1823,5850974,277699
1824,5850974,59151
1825,5850974,277678
1826,5850974,277659
1827,5850974,31388
1828,5850979,254276
1829,5850979,241877
1830,5850979,114476
1831,5850979,114475
1832,5850979,114477
1833,5850979,247245
1834,5850979,247267
1835,5850979,50012
1836,5850979,46455
1837,5850979,41806
1838,5850979,43169
1839,5850979,252993
1840,5850979,34651
1841,5850979,34811
1842,5850983,33522
1843,5850983,270476
1844,5850983,270477
1845,5850983,74934
1846,5850983,74932
1847,5850983,74935
1848,5850983,47806
1849,5850983,280146
1850,5850984,264676
1851,5850984,37384
1852,5850990,290581
1853,5850990,290582
1854,5850998,40261
1855,5850998,34652
1856,5850998,275641
1857,5851003,45360
1858,5851003,40868
1859,5851003,290579
1860,5851003,290578
1861,5851003,290577
1862,5851003,290576
1863,5851003,43274
1864,5851003,31450
1865,5851003,261309
1866,5851003,261315
1867,5851003,252738
1868,5851003,74931
1869,5851003,282048
1870,5851003,265270
1871,5851006,241901
1872,5851006,34651
1873,5851006,30089
1874,5851006,51909
1875,5851006,31450
1876,5851006,79785
1877,5851006,79782
1878,5851006,51631
1879,5851006,52845
1880,5851011,30076
1881,5851011,286166
1882,5851013,282790
1883,5851013,49353
1884,5851013,27799
1885,5851013,27803
1886,5851013,253850
1887,5851013,270993
1888,5851013,56544
1889,5851016,306946
1890,5851016,306951
1891,5851016,306952
1892,5851016,306953
1893,5851016,74695
1894,5851016,273253
1895,5851017,305450
1896,5851017,48574
1897,5851017,265206
1898,5851017,39427
1899,5851017,41608
1900,5851017,47468
1901,5851017,30090
1902,5851023,43725
1903,5851023,51250
1904,5851023,52457
1905,5851023,52458
1906,5851023,262038
1907,5851023,262039
1908,5851023,47739
1909,5851023,47718
1910,5851025,52792
1911,5851025,37403
1912,5851026,37422
1913,5851026,37416
1914,5851026,31450
1915,5851026,31445
1916,5851026,31388
1917,5851026,51250
1918,5851026,52457
1919,5851026,56466
1920,5851026,1077
1921,5851026,45867
1922,5851026,45352
1923,5851028,30525
1924,5851028,84615
1925,5851028,258945
1926,5851029,47545
1927,5851029,266352
1928,5851029,273252
1929,5851029,307447
1930,5851029,253516
1931,5851031,45292
1932,5851031,46206
1933,5851031,35956
1934,5851031,37999
1935,5851031,37998
1936,5851031,282569
1937,5851031,304594
1938,5851031,33030
1939,5851031,90093
1940,5851038,37384
1941,5851041,43169
1942,5851041,74921
1943,5851041,74918
1944,5851041,27798
1945,5851041,229180
1946,5851041,34190
1947,5851041,2335
1948,5851041,50012
1949,5851041,49839
1950,5851045,285258
1951,5851045,117836
1952,5851045,1231
1953,5851045,33577
1954,5851047,87263
1955,5851047,52435
1956,5851047,208692
1957,5851051,107351
1958,5851051,47806
1959,5851051,30087
1960,5851051,30077
1961,5851053,270476
1962,5851053,165579
1963,5851053,165576
1964,5851057,261309
1965,5851057,33594
1966,5851057,52457
1967,5851057,51909
1968,5851057,1232
1969,5851057,277339
1970,5851057,285503
1971,5851057,285504
1972,5851059,247267
1973,5851059,266339
1974,5851059,30161
1975,5851065,32314
1976,5851065,74931
1977,5851065,51909
1978,5851068,90124
1979,5851068,258901
1980,5851068,50658
1981,5851069,307261
1982,5851076,55321
1983,5851076,74940
1984,5851076,33960
1985,5851076,31448
1986,5851076,265773
1987,5851078,266359
1988,5851078,266360
1989,5851078,266353
1990,5851078,266347
1991,5851078,266346
1992,5851078,266345
1993,5851078,266348
1994,5851078,2335
1995,5851080,257937
1996,5851080,30088
1997,5851080,30102
1998,5851080,30087
1999,5851080,265270
2000,5851080,243906
2001,5851080,241942
2002,5851080,36952
2003,5851080,270474
2004,5851084,41608
2005,5851084,261309
2006,5851084,288949
2007,5851084,288941
2008,5851084,31472
2009,5851084,48879
2010,5851084,259005
2011,5851084,257605
2012,5851085,32313
2013,5851085,30095
2014,5851085,30085
2015,5851088,47981
2016,5851088,49313
2017,5851088,46602
2018,5851089,49106
2019,5851089,252492
2020,5851092,54354
2021,5851092,41550
2022,5851092,37456
2023,5851092,288985
2024,5851094,47243
2025,5851094,33024
2026,5851101,36810
2027,5851101,37319
2028,5851101,117836
2029,5851101,34617
2030,5851101,178348
2031,5851101,87264
2032,5851101,87263
2033,5851101,87248
2034,5851101,263282
2035,5851107,152967
2036,5851107,30078
2037,5851107,30077
2038,5851107,30081
2039,5851107,47245
2040,5851107,280392
2041,5851107,30095
2042,5851107,30088
2043,5851107,30086
2044,5851107,30091
2045,5851107,30087
2046,5851107,30079
2047,5851107,30085
2048,5851144,114476
2049,5851144,241901
2050,5851144,51909
2051,5851144,58200
2052,5851147,53782
2053,5851147,47243
2054,5851147,276315
2055,5851149,306834
2056,5851149,306835
2057,5851149,306832
2058,5851149,306831
2059,5851149,94822
2060,5851151,37604
2061,5851151,298425
2062,5851151,309432
2063,5851155,30079
2064,5851155,30089
2065,5851169,2334
2066,5851169,46971
2067,5851169,46972
2068,5851169,51137
2069,5851176,30079
2070,5851176,30076
2071,5851176,30077
2072,5851176,74656
2073,5851179,48067
2074,5851179,52218
2075,5851179,304733
2076,5851179,40225
2077,5851179,48884
2078,5851179,30095
2079,5851179,30101
2080,5851179,30097
2081,5851179,45677
2082,5851185,261315
2083,5851185,31450
2084,5851185,30079
2085,5851185,30078
2086,5851185,30081
2087,5851185,304414
2088,5851186,265294
2089,5851186,55411
2090,5851186,117836
2091,5851186,266380
2092,5851186,52451
2093,5851211,53693
2094,5851211,53870
2095,5851211,54496
2096,5851211,69424
2097,5851216,252488
2098,5851216,51250
2099,5851216,74931
2100,5851216,50942
2101,5851216,266423
2102,5851216,36892
2103,5851216,36897
2104,5851219,40375
2105,5851219,40384
2106,5851219,40376
2107,5851219,40386
2108,5851219,41631
2109,5851219,41635
2110,5851223,287730
2111,5851223,117836
2112,5851223,52180
2113,5851223,287819
2114,5851227,266344
2115,5851227,266344
2116,5851227,266353
2117,5851227,266353
2118,5851227,266346
2119,5851227,266347
2120,5851227,266345
2121,5851227,266345
2122,5851227,266345
2123,5851227,266345
2124,5851227,266349
2125,5851227,266349
2126,5851227,266350
2127,5851227,266350
2128,5851227,266358
2129,5851227,266358
2130,5851227,266359
2131,5851227,266360
2132,5851227,266360
2133,5851227,266360
2134,5851227,53014
2135,5851227,30606
2136,5851227,53053
2137,5851227,53053
2138,5851227,47877
2139,5851227,50836
2140,5851227,50836
2141,5851227,48059
2142,5851227,48059
2143,5851227,261780
2144,5851227,79119
2145,5851227,266346
2146,5851231,309206
2147,5851231,52458
2148,5851231,51909
2149,5851231,47806
2150,5851231,47712
2151,5851231,273252
2152,5851231,273253
2153,5851232,114476
2154,5851233,90091
2155,5851233,252993
2156,5851233,37422
2157,5851233,96941
2158,5851236,275627
2159,5851236,275625
2160,5851236,290577
2161,5851236,290578
2162,5851236,290579
2163,5851239,160477
2164,5851239,304436
2165,5851239,56544
2166,5851239,37497
2167,5851239,55147
2168,5851239,41550
2169,5851239,257489
2170,5851239,47243
2171,5851239,305516
2172,5851239,257967
2173,5851242,34165
2174,5851242,252421
2175,5851242,287730
2176,5851242,280530
2177,5851242,52792
2178,5851242,37489
2179,5851242,251358
2180,5851242,46438
2181,5851244,252743
2182,5851244,56785
2183,5851247,37422
2184,5851247,47243
2185,5851250,273252
2186,5851250,83956
2187,5851250,83955
2188,5851250,282800
2189,5851250,27778
2190,5851250,49313
2191,5851250,110973
2192,5851250,1231
2193,5851250,261308
2194,5851254,40829
2195,5851254,41614
2196,5851254,53226
2197,5851254,304760
2198,5851254,265377
2199,5851254,265322
2200,5851254,62252
2201,5851254,33594
2202,5851254,206664
2203,5851255,87264
2204,5851255,49313
2205,5851255,75722
2206,5851255,253895
2207,5851257,282726
2208,5851257,282729
2209,5851257,282728
2210,5851257,282727
2211,5851258,120976
2212,5851258,30076
2213,5851258,30086
2214,5851258,30079
2215,5851258,30096
2216,5851258,30100
2217,5851258,30085
2218,5851258,30095
2219,5851258,120975
2220,5851258,120977
2221,5851258,45475
2222,5851258,53043
2223,5851258,30087
2224,5851258,30077
2225,5851258,30080
2226,5851258,30090
2227,5851263,30974
2228,5851263,30983
2229,5851263,48059
2230,5851272,30087
2231,5851272,30088
2232,5851272,30102
2233,5851272,32597
2234,5851272,250747
2235,5851273,1231
2236,5851273,30096
2237,5851273,31005
2238,5851273,30089
2239,5851273,30088
2240,5851273,30095
2241,5851273,47243
2242,5851273,258539
2243,5851273,253800
2244,5851273,270335
2245,5851275,1077
2246,5851275,43169
2247,5851275,47362
2248,5851275,37977
2249,5851277,30100
2250,5851277,30087
2251,5851277,30088
2252,5851277,30089
2253,5851277,30095
2254,5851277,2331
2255,5851277,2338
2256,5851277,266397
2257,5851277,266395
2258,5851278,30088
2259,5851278,304732
2260,5851278,305148
2261,5851278,305149
2262,5851278,258939
2263,5851278,258943
2264,5851283,266345
2265,5851283,266353
2266,5851283,30116
2267,5851283,34367
2268,5851283,34146
2269,5851283,37319
2270,5851283,152936
2271,5851283,31450
2272,5851291,36206
2273,5851291,277012
2274,5851297,52792
2275,5851297,27803
2276,5851297,253800
2277,5851297,30089
2278,5851297,30095
2279,5851297,30088
2280,5851297,30086
2281,5851297,30087
2282,5851297,280543
2283,5851297,90093
2284,5851297,273178
2285,5851297,41910
2286,5851297,35105
2287,5851297,35104
2288,5851297,27799
2289,5851300,31395
2290,5851300,30704
2291,5851300,48472
2292,5851300,32310
2293,5851300,181609
2294,5851307,27798
2295,5851307,27803
2296,5851307,27799
2297,5851307,27801
2298,5851307,27800
2299,5851307,49313
2300,5851307,1231
2301,5851307,285181
2302,5851307,74689
2303,5851307,270476
2304,5851311,30095
2305,5851311,30085
2306,5851311,51909
2307,5851311,90091
2308,5851311,90093
2309,5851311,52180
2310,5851311,30092
2311,5851311,30082
2312,5851311,53053
2313,5851311,52750
2314,5851311,45677
2315,5851316,38709
2316,5851316,30163
2317,5851316,34651
2318,5851316,83542
2319,5851316,53973
2320,5851316,265753
2321,5851316,265734
2322,5851316,294296
2323,5851316,31451
2324,5851316,31448
2325,5851319,2335
2326,5851319,32669
2327,5851319,261748
2328,5851319,79110
2329,5851319,48059
2330,5851319,74656
2331,5851319,41600
2332,5851319,252993
2333,5851319,252991
2334,5851319,47363
2335,5851319,50419
2336,5851319,46804
2337,5851319,74815
2338,5851321,129434
2339,5851321,28207
2340,5851321,87183
2341,5851321,28205
2342,5851324,261309
2343,5851324,79785
2344,5851324,48574
2345,5851324,27798
2346,5851324,27799
2347,5851324,273178
2348,5851324,28202
2349,5851324,97491
2350,5851324,50312
2351,5851324,178348
2352,5851326,256073
2353,5851326,259360
2354,5851326,270471
2355,5851326,52459
2356,5851326,27798
2357,5851326,27803
2358,5851326,27799
2359,5851326,270960
2360,5851326,282048
2361,5851328,47243
2362,5851328,53258
2363,5851328,52790
2364,5851328,43169
2365,5851328,2594
2366,5851328,275612
2367,5851328,94869
2368,5851328,46277
2369,5851330,117836
2370,5851330,1078
2371,5851337,47115
2372,5851337,201684
2373,5851338,31450
2374,5851338,41772
2375,5851338,1077
2376,5851338,258933
2377,5851338,258928
2378,5851338,262851
2379,5851338,36933
2380,5851342,43264
2381,5851342,38762
2382,5851342,38748
